"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"Fabp7"	4.04330552724338	7.74229224838377	41.0492992193546	2.66492721907242e-40	8.34435740418971e-38	81.8785322737868
"Sox4"	2.74279586294305	6.38790933148806	40.9730100005667	2.91810489863141e-40	8.8431876819434e-38	81.8056509886963
"Camkk1"	-1.64763044280126	6.59458482720642	-40.9681639576089	2.93499246754963e-40	8.8431876819434e-38	81.7729310151481
"Crebl2"	-1.85571797556968	5.49966850122139	-40.9104359627165	3.14399660420215e-40	9.15775577464033e-38	81.7290358827519
"Ankrd33b"	-5.51603942772792	2.36266587819451	-40.9077481362427	3.15408959612511e-40	9.15775577464033e-38	81.0131730734055
"Dpysl5"	4.1856575987288	6.36731023950537	40.1965744896357	7.41711940625958e-40	2.07796455786946e-37	80.8792347936168
"Fam107a"	-3.50140110280332	6.60503741154743	-40.1794204582838	7.57301765867028e-40	2.08506067226389e-37	80.8385784768637
"Mobp"	-10.5884767305762	1.47032717128175	-40.5310298231173	4.95250337829753e-40	1.41225940085774e-37	80.651008371205
"Cntnap1"	-3.34944672423421	6.86957034307675	-39.9103145898628	1.05066208280436e-39	2.81389098525347e-37	80.5020722255023
"Vat1"	2.18015222985611	6.15168782633715	39.8709920722824	1.10234190373132e-39	2.88578653453861e-37	80.4702859235699
"Gls2"	-2.40134325112235	4.68740233649826	-39.7588514779691	1.26442279774385e-39	3.25670446083413e-37	80.3489025005447
"Adhfe1"	-3.678765644599	3.40272180060519	-39.9051877468106	1.05725755598477e-39	2.81389098525347e-37	80.3423546772714
"Acsl6"	-1.35840425855161	7.2404453285684	-39.6338441962032	1.47397556932697e-39	3.73617712167976e-37	80.139313742152
"Zfp483"	-2.07067085903545	5.72021647642534	-39.5055700876076	1.72597331074094e-39	4.30657309362845e-37	80.016453727877
"Bzw2"	1.90156588836151	7.04482025540523	39.4148546030563	1.93034317465123e-39	4.7299314159395e-37	79.8788137667019
"Ddn"	-2.43802014372885	9.10594057304416	-39.4046259696892	1.95488429740126e-39	4.7299314159395e-37	79.8459604386395
"Chi3l1"	-5.47849010758683	2.48785351325967	-39.3211008687979	2.16757009358693e-39	5.16625773499847e-37	79.5187575202299
"Dok4"	1.92521018456636	5.92978462187035	39.0105855336411	3.18789543542034e-39	7.27250031546106e-37	79.4077220735571
"Mertk"	-2.34129957843587	4.80512320685671	-38.9961602995479	3.24576599825444e-39	7.30023059522888e-37	79.4071292496386
"Ntsr2"	-5.62487957423606	3.46579985520024	-39.1505722265046	2.67807939858156e-39	6.28915439940426e-37	79.3787099748149
"Rabl6"	-0.855440581054316	7.38936833361008	-38.9472036378683	3.45027580237333e-39	7.65242420668051e-37	79.2807237995665
"Reep1"	1.27311737756984	8.71219203243089	38.6821229524615	4.80932269234185e-39	1.03783883883793e-36	78.9405544621207
"Sec14l2"	-2.13295093870711	5.76200391195849	-38.602382726535	5.31681578909043e-39	1.13205641781313e-36	78.8864994938858
"Tmod1"	-4.45184988840384	2.49344464274757	-38.910103786032	3.61396838888746e-39	7.90567961673203e-37	78.8658670076299
"Itm2c"	-1.9456433072535	8.7220651846038	-38.4015241132004	6.85124093856939e-39	1.43957192826335e-36	78.5826453055845
"Nsg1"	1.85741378014008	8.87810678891804	38.3443288780047	7.36587283467472e-39	1.5276054973626e-36	78.511031805651
"Klk6"	-6.06052394297674	-0.998104993060982	-39.0227119677348	3.14006127651228e-39	7.26719398907603e-37	78.3398193694718
"Mtss1"	1.91549585136123	7.04365571149483	38.1869289383276	8.99527879775759e-39	1.84161034771014e-36	78.3299536202423
"Lppr3"	2.90864507358897	7.06144917286211	38.1195076113499	9.80151321368518e-39	1.98127043682707e-36	78.2600357060629
"Mob3a"	2.04682510978278	5.23428370127574	37.913652885214	1.27495965265908e-38	2.54497883666411e-36	78.0395851075522
"Tmem119"	-3.69898010171597	2.85276034545541	-37.8558159857909	1.37305267113533e-38	2.70694791424199e-36	77.7033927021741
"Cotl1"	2.07537007828563	5.95576398239076	37.5565429347453	2.01833336071242e-38	3.88322475147189e-36	77.5581786590653
"Wdr6"	1.80454879005274	8.59156917919682	37.5806319337331	1.95650170735009e-38	3.8101677761797e-36	77.5273830364252
"Anxa11"	-2.52989529950003	5.33962266037901	-37.4183235231392	2.41370023073425e-38	4.58861654578515e-36	77.3863003585011
"Scn2b"	-2.23969266197562	5.50582345038511	-37.1961127071206	3.22215281598273e-38	5.98308817656143e-36	77.0876370300333
"Dlg1"	-2.02921508128276	6.40338711707005	-37.2091815044177	3.16772913105264e-38	5.95123135220936e-36	77.0679184077278
"LOC691995"	2.49958905244029	7.50097305037037	36.982956479079	4.25749664524072e-38	7.72590499180104e-36	76.7686545983613
"Ctss"	-3.23850745193885	6.12229186001923	-36.909066688367	4.69086451298104e-38	8.32315726753269e-36	76.6971148446107
"Pex5l"	-3.61960436625664	5.46778891061023	-36.8632042876872	4.98221383658451e-38	8.74296403916682e-36	76.6748943804421
"Gpsm1"	1.67066684414097	7.61723811044637	36.917059332106	4.64189502320784e-38	8.32315726753269e-36	76.6635197636371
"Fnbp1l"	2.17862467056258	7.73059788566807	36.8438004581299	5.11097163910545e-38	8.87142457661684e-36	76.5680416619969
"Mal"	-9.53343107209254	2.23136775852842	-37.1255249124919	3.53302706529982e-38	6.48493209261756e-36	76.5513578944039
"Sgtb"	-1.5710900500841	6.6303324772507	-36.7360118184153	5.89058217999273e-38	1.01146996593875e-35	76.4340306049879
"Prodh"	-2.49435991545055	5.21868919699311	-36.6495907647112	6.60256033010391e-38	1.12166261607904e-35	76.3791176230422
"Ppp4r1"	1.43038789422537	5.97662192530059	36.5566586291464	7.46657337982877e-38	1.25509168739459e-35	76.2262509160292
"Ppp1r1b"	-2.97603821437116	4.90745996217768	-36.5155774795368	7.88444760762124e-38	1.31152858173025e-35	76.2173130541563
"Smarcd3"	1.86918039565391	6.76654580033522	36.5060909468229	7.98428570722134e-38	1.31444390163523e-35	76.138195067941
"Epdr1"	-1.61720052340544	5.33348000655502	-36.342378424417	9.92550002315406e-38	1.61735010071171e-35	75.9548603748227
"Pxdn"	2.945668736875	5.16666520564779	36.1423487129696	1.29650331364259e-37	2.06302678949891e-35	75.725775355906
"Mbp"	-5.04161870142846	7.6160736454378	-36.1375771162032	1.30481373748757e-37	2.06302678949891e-35	75.6414149893786
"Atp6v1b2"	-1.16143070182295	9.20514622345378	-36.146801624793	1.28879658678942e-37	2.06302678949891e-35	75.6206256260017
"Efnb3"	1.79329896346189	7.10669763681068	36.0249744137001	1.51750683138176e-37	2.36544269623017e-35	75.4823299298032
"Dnajc27"	-1.32267464115544	7.25433340371959	-36.020960520285	1.52570979843264e-37	2.36544269623017e-35	75.4625078969514
"Cap2"	-3.40519709329947	6.1821825813777	-35.8606073140132	1.89322990136882e-37	2.87933221856749e-35	75.3026980022871
"Mcm6"	2.2060134386901	4.46433046848401	35.8174436328042	2.00678198514653e-37	2.99498145054252e-35	75.2846015056557
"Mturn"	2.07126263588249	6.75477592745834	35.8613677262945	1.89128925333532e-37	2.87933221856749e-35	75.2722549462453
"Ccdc28a"	-2.33520894070784	2.95241784678843	-35.8501242167021	1.92019159994567e-37	2.89278676033324e-35	75.2252382698274
"Plp1"	-6.5696026192511	6.91022851382323	-35.7404398173434	2.22689548204594e-37	3.29271240303627e-35	75.1614064372306
"Phtf2"	1.32736725157551	5.11938996390153	35.3480772939495	3.79679705223885e-37	5.56248184653232e-35	74.6312038984306
"Cpeb1"	-2.34487955658514	3.73220310560735	-35.3337854103989	3.87170770277108e-37	5.59649759409923e-35	74.6220137555985
"Hdac11"	-1.60368129905538	7.22180741559208	-35.3303181417068	3.89010728877835e-37	5.59649759409923e-35	74.5194950136503
"Lppr1"	3.14397001213883	4.32294994953166	35.2596597905629	4.28511366655717e-37	6.1097303697546e-35	74.487849262398
"Slc4a10"	-1.31004974643866	8.04159937792587	-35.2007310764506	4.64569068933601e-37	6.56522430247847e-35	74.3314194770015
"Mgll"	-1.91471561632467	5.95779361431688	-35.1627341353117	4.89444672035703e-37	6.85608944538434e-35	74.3280279670691
"Scn1b"	-3.58325742566716	6.24767578890197	-35.1330335216343	5.09831302810918e-37	7.01853109878237e-35	74.309280718097
"Tomm34"	-1.39812000016044	6.33090957343972	-35.1333715076079	5.09594505552347e-37	7.01853109878237e-35	74.2637871075409
"Chn1"	-2.55801287317789	8.33842284090927	-35.0974414220954	5.35405928983978e-37	7.30760451277363e-35	74.1884395013666
"Acbd4"	-1.8236736910993	5.24099406702278	-34.9697709483692	6.38404446880154e-37	8.63955984087219e-35	74.0908968041573
"Gnb1"	0.742564491137142	9.5326496437343	34.9477767376879	6.58090715010819e-37	8.83113498151914e-35	73.9740414986656
"Trpv2"	1.30875739055023	6.19941956841897	34.8980041856088	7.04956801171431e-37	9.38121263158881e-35	73.9547513195736
"RGD1311558"	1.84306371595379	7.87289441947065	34.859581625211	7.43452339852262e-37	9.81172761578576e-35	73.8628641078208
"Tmbim1"	-2.55638631928478	2.93483966714233	-34.8469918262156	7.56526719606596e-37	9.90243867655552e-35	73.8618714048571
"Nasp"	2.20654441959222	5.8117101098748	34.7620324221594	8.51103588596478e-37	1.08730185650377e-34	73.8044263228184
"Syp"	-1.52096900925429	8.17865138470355	-34.8225471682641	7.82585475713334e-37	1.01602499688343e-34	73.8040729465227
"Thy1"	-2.15863865263487	8.44585284221426	-34.8108445520003	7.95382838200692e-37	1.02431197929249e-34	73.7881001760822
"Cabp7"	-3.1461324391933	4.80295270358414	-34.7092033947295	9.15907199504898e-37	1.13835028979936e-34	73.7706064781265
"Ttc7b"	-1.2305620166109	6.66897296824888	-34.7252027889923	8.95767166003051e-37	1.13527824396053e-34	73.6852418330418
"Dhcr7"	1.62761178168526	6.51877411564421	34.7063270428035	9.19576600814815e-37	1.13835028979936e-34	73.6775424210646
"S100b"	-3.50590262539009	7.75422899931777	-34.7110989905028	9.13497122709106e-37	1.13835028979936e-34	73.6664091202636
"Pnpla3"	2.37799325347779	4.12550913902203	34.6252653823775	1.02938783812168e-36	1.25483163259275e-34	73.6394773534241
"Maged2"	1.7438186815062	6.84457840591284	34.6042956118847	1.05991174747529e-36	1.28225232541158e-34	73.5251143305077
"Gba"	-1.30775519633597	6.58944721525619	-34.5846212717948	1.08938863627882e-36	1.30800354381477e-34	73.4898419563576
"Arhgef9"	-1.47653303038547	7.18850335969823	-34.5459184005065	1.14983702839544e-36	1.3702796646602e-34	73.4246707340989
"Ppm1k"	-1.24114360680573	5.69940667454862	-34.5153660334419	1.19996266286901e-36	1.41942250098927e-34	73.4230005348821
"Phospho1"	-3.75749250397797	1.97117347723821	-34.6865764199786	9.45180700923921e-37	1.16104543177339e-34	73.4059510063847
"Rasgrp2"	2.03167687985845	5.91875362493114	34.1995962571712	1.86890089560688e-36	2.19444694131958e-34	73.0034706812954
"Prkar2b"	1.46697619785193	7.49939290441762	34.1096546771501	2.12174091400201e-36	2.47314457340862e-34	72.8070020781982
"Gnai3"	1.48484103188078	6.66388854004008	33.9817934509068	2.54250360249964e-36	2.94211884263164e-34	72.6446426647176
"Ypel4"	-2.23689318776162	3.95075660018945	-33.8590183092918	3.02664425369624e-36	3.46772722727516e-34	72.5802150620566
"March9"	1.60864607449548	5.54640903138834	33.8424511725162	3.09881399639658e-36	3.50957168145085e-34	72.5035488059703
"Nrsn1"	-1.90770108038416	5.69110754794143	-33.8558871740846	3.04015161762491e-36	3.46772722727516e-34	72.4987693336779
"Gprc5b"	-2.73691432550044	4.74765562517535	-33.7567039780538	3.50137231113873e-36	3.88287600253989e-34	72.4166831675196
"Nsf"	-1.70001755976241	8.52026811524377	-33.8110972313729	3.24023556121013e-36	3.64389589274398e-34	72.3671627801119
"Map2k1"	-1.70547574034398	7.58694915761753	-33.7621479320806	3.47429761106891e-36	3.87979430427689e-34	72.3045970129369
"Pllp"	-2.26327899250502	3.78034798524348	-33.596537903295	4.40197997115716e-36	4.84794607995922e-34	72.2054913016709
"Kdm1b"	1.42213808984736	5.14964141592635	33.5698305464947	4.57368951872108e-36	5.00255122770253e-34	72.1305907443856
"Clmp"	2.17780610508746	6.20996330562764	33.5173567623873	4.93121273371972e-36	5.32071190167367e-34	72.0165070739337
"Mycn"	2.63700886038771	4.78747865444164	33.3658751088845	6.13166765809021e-36	6.52777338880284e-34	71.8748073092872
"Daam1"	1.31750637674344	7.1508071794305	33.4105640875868	5.74939636178315e-36	6.16188661082652e-34	71.8056018670816
"Sstr3"	-2.31706433522771	4.0692825779407	-33.3002640158204	6.74039742768804e-36	7.03512460933009e-34	71.7811579765847
"Akr1cl"	-5.55080903439184	0.204901048920919	-33.5646350280599	4.60787820894307e-36	5.0056603482049e-34	71.7214134267154
"Podxl2"	1.68247648580789	7.71822512745439	33.3423480255722	6.34322863007648e-36	6.70827933733055e-34	71.700001003774
"Cyp46a1"	-1.69627371585585	6.93435089126988	-33.311415638894	6.63274840375314e-36	6.96831310917986e-34	71.6619173812128
"Mapk10"	-1.12377710432996	7.68311490332159	-33.2203771325957	7.56548357893903e-36	7.83174755411995e-34	71.5158854247386
"Nln"	1.13574979673745	6.93599476255709	33.2060959295646	7.72349257625219e-36	7.90618288142123e-34	71.5098391693467
"Ptgs2"	-3.88069121016495	2.49796728492287	-33.2170740672242	7.60173380229565e-36	7.83174755411995e-34	71.4856291589176
"Grip1"	1.28217724557822	6.38159694617304	33.1615824158645	8.23791326934859e-36	8.37905968141577e-34	71.4682982177575
"Cnp"	-2.055370493016	7.27363060203272	-33.1417895355291	8.47773762266184e-36	8.53768225615941e-34	71.4082482765432
"RGD1304694"	1.09363638124558	7.48529349824986	33.1399169850606	8.50079202660997e-36	8.53768225615941e-34	71.4033079405957
"Me3"	-1.62658306629599	5.34180971098409	-33.0603528974331	9.54176999293207e-36	9.46413198864176e-34	71.3602667294804
"Crebrf"	-1.73542276577845	6.22239773216519	-33.0847012966715	9.21009742512285e-36	9.19225286136168e-34	71.3512707904585
"Itpka"	-2.5515982805205	5.69912368002473	-32.9522192194636	1.11683849457664e-35	1.09415913618984e-33	71.2011671201031
"Pkia"	1.57935581238203	7.95943429484153	33.0010300450803	1.04017674392022e-35	1.02534459405321e-33	71.1954984545669
"Arhgef3"	-2.19672114243768	5.44791028116173	-32.8442863071438	1.30746331574624e-35	1.25776395717781e-33	71.044954834831
"Nat8l"	-1.60362792262183	7.18827777230694	-32.855627437965	1.28596329421894e-35	1.2445786572959e-33	70.9864983895072
"Efr3a"	-2.10793495816056	6.71439565307175	-32.820880659267	1.35300025246886e-35	1.28607506140924e-33	70.9493131789408
"Napa"	-1.17238107574436	7.15980935858179	-32.8210496544818	1.35266573630148e-35	1.28607506140924e-33	70.9344099171036
"Acot11"	-4.03910881537264	1.42694387960726	-32.9021581138816	1.20145666134023e-35	1.16988179420379e-33	70.8059371072936
"Pdk2"	-1.86438275293027	5.65350468715889	-32.6472660245184	1.7453762350313e-35	1.63952429983617e-33	70.7334066193446
"Scg5"	-2.01902288084914	8.09659580711695	-32.664675489998	1.70127764703388e-35	1.60755637547243e-33	70.6947728058327
"Dnaja4"	-1.32537977319358	5.60498059244686	-32.6220024735004	1.81145032849481e-35	1.68180524975195e-33	70.6922786459754
"Apaf1"	1.43785794465832	6.30093990269546	32.6315364083912	1.78622097857472e-35	1.66807969630758e-33	70.6897808686222
"Tnip1"	-1.13547804287014	5.33121983833073	-32.5187434906049	2.10912782202675e-35	1.93567024080144e-33	70.5521788874832
"Lzic"	1.37142445997821	5.54409320194972	32.5008156360879	2.16568152920313e-35	1.97621533370541e-33	70.5395258666205
"Ankrd40"	-1.67975716898515	6.03434342654628	-32.5208416044925	2.10260839604177e-35	1.93567024080144e-33	70.5235842813141
"Sod2"	-1.3446158227717	6.65507661057535	-32.4578064555618	2.30774005831201e-35	2.09388073813549e-33	70.4070184286404
"Hapln4"	-6.66848035072133	2.57138362420091	-32.2190610345083	3.28821829013309e-35	2.96664168786075e-33	69.93968182625
"Vav2"	2.42410410540122	5.34480935431016	32.0195580278524	4.42849061615243e-35	3.93214421540822e-33	69.8661006384897
"Panx1"	1.57712264652034	5.74624995346439	32.0189910491146	4.43224972617871e-35	3.93214421540822e-33	69.8120532162704
"Dact3"	-1.34937626829901	6.8711235003428	-32.0626108703274	4.15233088749222e-35	3.72520067091929e-33	69.8069477968674
"Fn3k"	-3.38994559599391	3.37809918783516	-31.9754420521899	4.73091874110123e-35	4.17392493793622e-33	69.8050624834062
"Zbtb5"	1.90376455576123	5.19693113903361	31.89711099871	5.32077500665264e-35	4.66854154292505e-33	69.6746112424452
"Thrsp"	-4.54485214035188	2.49445128985578	-31.8610471471906	5.6170364913819e-35	4.90155495797145e-33	69.5415413653214
"Mat2b"	-1.81512171202213	6.52932721192323	-31.836707659858	5.82643482528776e-35	5.05664878940328e-33	69.4781909554726
"Fads2"	1.05980741440775	7.24229379186321	31.7456344052909	6.68311686538782e-35	5.7687942282907e-33	69.3226258981901
"Ppapdc2"	-1.64359596154035	6.03074106105775	-31.7105602677537	7.04635287812757e-35	6.04963489843114e-33	69.3033266966725
"Rasl10a"	-2.75007134609614	3.22531167450537	-31.6012063611534	8.31335181930709e-35	6.95057147657146e-33	69.2533389109954
"Cmtm5"	-2.22855068315545	4.15840628465381	-31.5909001919607	8.44414615573657e-35	7.02315468546652e-33	69.2482159842965
"Fv1"	1.42343826627887	6.81664302188372	31.6718855822483	7.47026535758592e-35	6.31178134895712e-33	69.2254605997461
"Nono"	0.974346432332914	7.84562258782159	31.6776681119277	7.40526744214513e-35	6.2901444565753e-33	69.2111093252114
"Mog"	-7.08968052685108	1.59258266130262	-31.6893177001712	7.2760657139512e-35	6.21344884417576e-33	69.1462443086085
"Tubb2a"	1.33712361851781	9.20015664196073	31.6083916329106	8.22338731593665e-35	6.91154063411539e-33	69.0965594970222
"Gfod1"	-1.6217503851658	5.49833972117323	-31.5436637976981	9.07098285103535e-35	7.46177990321985e-33	69.0775716889567
"Ercc8"	0.982375660787194	6.27905802840512	31.5439229354894	9.06741774561245e-35	7.46177990321985e-33	69.0419381087935
"Fgfr1op2"	-1.08726138095418	6.11038738586434	-31.5309302600449	9.24793632205697e-35	7.53470893504734e-33	69.0179616881974
"Ralgds"	1.24064730358564	7.56497275698856	31.540711650518	9.11169817225794e-35	7.46177990321985e-33	69.0052009139977
"Aco1"	0.893920261040294	6.79084862059596	31.382254961685	1.15941488034322e-34	9.39832295644712e-33	68.7740243433403
"Lmnb1"	2.58197214278795	5.11757201622766	31.1443803298445	1.66810871477715e-34	1.32527502817295e-32	68.5559094274035
"Marcksl1"	2.14356363461561	6.6863352213415	31.1748976115644	1.5918248822725e-34	1.2773794746236e-32	68.480644019819
"Gpr158"	-2.29176294561608	6.95060571969382	-31.1703446736736	1.60297623314024e-34	1.27989637335082e-32	68.4490111939034
"Ypel2"	-1.82623086031834	4.58855909832258	-31.0137871612825	2.03902546584683e-34	1.58835110556624e-32	68.3297703381162
"Hace1"	-1.15618136000872	6.44546979606783	-31.080918988205	1.83889427745698e-34	1.4537278572629e-32	68.3123538238907
"Tspyl2"	-0.903616070033718	6.38466500482167	-31.0660890922986	1.88131023559719e-34	1.47993316020944e-32	68.2909458064731
"Nkiras1"	-1.85163135763898	6.66132077447777	-31.0584460891533	1.90355843553063e-34	1.49009434593081e-32	68.2839034606934
"Abhd17c"	1.64758853845814	5.3846846675833	30.9918611369955	2.10909120043642e-34	1.63495521261016e-32	68.2672101633657
"Hes6"	3.16621907374453	5.98825938122821	30.9506052118358	2.24765108514715e-34	1.7339488009041e-32	68.2143314532379
"Kcnh8"	3.27954004856941	1.44687789799028	31.2536546482596	1.41095881839681e-34	1.13795966520094e-32	68.2095444759699
"Srxn1"	-2.47072075406346	4.19199200257103	-30.8553071136386	2.60427929358332e-34	1.99941038650154e-32	68.1229332655331
"Chfr"	1.05342202817856	6.17085774749052	30.8461952584094	2.64126663882011e-34	2.00849461691992e-32	67.9676546243115
"Mag"	-4.09700069055715	4.29967776748754	-30.7286503346705	3.16933862374484e-34	2.38731926804629e-32	67.9374011199739
"Ercc3"	-0.623286903750968	5.93587894255407	-30.7465894381677	3.08226923722801e-34	2.33273731987176e-32	67.8078064552891
"Agt"	-3.93332086251119	4.70760001347648	-30.6532833462128	3.56340767151595e-34	2.61027784891918e-32	67.8052933562839
"Kntc1"	2.59575655062074	3.83147602167079	30.6495833171536	3.58399270836791e-34	2.61336892967704e-32	67.7984200695127
"Dynlt1"	2.68423466317768	5.57908563539824	30.6669829507346	3.48823320127341e-34	2.59086492982024e-32	67.7782163919176
"Ppp1r14b"	2.16695179829151	5.58264918092587	30.6622855240948	3.51382583796121e-34	2.59247257040027e-32	67.7556271898496
"Bhlhe40"	-2.64158519155274	4.48942412629946	-30.6290186491891	3.70063236570308e-34	2.6861544658142e-32	67.754527497825
"Wnt10a"	-5.267231268802	-0.387727623797177	-30.850740105688	2.62275151069319e-34	2.00395784087366e-32	67.7277824496962
"Scn3a"	1.2882877979441	7.67790763222059	30.6970734648985	3.32873671593851e-34	2.49561486463954e-32	67.6941707574348
"Sept4"	-2.09355986477005	5.35853777994286	-30.6226412531928	3.73758411771197e-34	2.70070048759016e-32	67.6690362656466
"Cplx1"	-1.54698662020409	8.22158393822843	-30.667568642742	3.48505556332066e-34	2.59086492982024e-32	67.639784808833
