"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"Icam1"	1.94132503725654	1.77676673628815	14.0798841443039	4.57934898883621e-19	1.05982063772066e-16	33.0792222118647
"Cntnap4"	-1.43765651502583	6.25887971758077	-14.1205234075076	4.07737764831402e-19	1.00171759486041e-16	33.0747529874801
"B3galt2"	-1.62931031427245	6.34238620613546	-14.085855810589	4.50182831051383e-19	1.05720141603817e-16	32.9756345677826
"Serpinb10"	3.36952001153916	-2.02465777217	14.138700885431	3.87129166282927e-19	9.65947758808134e-17	32.9415903694679
"Sema3b"	0.880361249869884	3.84552626515536	13.9427346196811	6.78613459324182e-19	1.48449018245861e-16	32.781475587588
"Mpzl2"	5.04681083241578	-0.561655336587558	13.9793778934011	6.1078016822783e-19	1.39336407234717e-16	32.6744498030725
"Hmgcs2"	1.38584136866807	4.38125004728982	13.9107355931982	7.44084195455423e-19	1.56345796279311e-16	32.6444639874881
"Aldh1l1"	0.914482732195613	5.60208355520649	13.9429165950743	6.78258355056138e-19	1.48449018245861e-16	32.5863775670493
"Six1"	4.28167846479486	-1.34293909601217	13.9665759931666	6.33659379142436e-19	1.42519811627121e-16	32.5145396343871
"Gfap"	1.35761310303252	8.30275876463481	13.9271686948328	7.0969771804013e-19	1.51108838125105e-16	32.4517897547084
"Tgfbr3"	1.69650379606572	3.90573630747587	13.8222120485373	9.6065110923867e-19	1.99229059265355e-16	32.4210308907984
"Serpind1"	2.70334916472071	-2.50478686004194	13.932166218837	6.99563532233357e-19	1.50963919543709e-16	32.3740758964145
"Loxl1"	1.67117029214992	4.24982800538042	13.7464574182195	1.19630496451317e-18	2.35849308374207e-16	32.1678157418268
"Ctgf"	-1.89010019458688	4.05791000102505	-13.7296370006835	1.25614255217907e-18	2.44626102631068e-16	32.1566170299548
"Nin"	-0.866368209701973	5.65051433864295	-13.7931151254109	1.04501877528695e-18	2.11239301551357e-16	32.1508945994743
"Vcl"	0.851386449109931	6.09290148116351	13.8014260382091	1.02018118053864e-18	2.08862477846429e-16	32.1325594436768
"Cp"	2.08504599367753	4.26981606876921	13.6806610830464	1.4482561779705e-18	2.78640998867602e-16	31.9819532119452
"Htr1b"	-1.02088359928706	3.83269222564274	-13.65292431786	1.57002361596844e-18	2.9847270385e-16	31.9436868799327
"Cldn2"	3.97332223508974	-1.06638029122051	13.7679577144869	1.1240084896858e-18	2.24366144647406e-16	31.9403804657308
"Htra3"	1.45761127360906	3.80123998373326	13.5716961188923	1.9898637105441e-18	3.69489925507892e-16	31.689803968141
"Fcgrt"	1.42092743360456	5.10646270981006	13.6005850653445	1.82885635652786e-18	3.43588319498746e-16	31.6324187608859
"Mrc2"	2.36107429821357	4.31376265493282	13.5416347806381	2.17271306082423e-18	3.8984331312699e-16	31.5933786643221
"Bnc2"	4.90387417638664	0.793985152181353	13.5605925512526	2.05550982298196e-18	3.76013496434912e-16	31.5817344021065
"Tcn2"	1.09862879256563	4.73339794436651	13.5578452238926	2.07208890264088e-18	3.76013496434912e-16	31.5403368716229
"Arhgap25"	-1.02323473303943	3.65237788474068	-13.4971057217025	2.4754059378375e-18	4.25051155068032e-16	31.4867470221158
"Lepr"	1.40880196088219	4.31643794435898	13.5173451870412	2.33285114188455e-18	4.09376921810487e-16	31.4811470498538
"Slc13a3"	2.64877165402763	5.11560774984774	13.5299211501677	2.24849772697116e-18	3.98958446688915e-16	31.4716071633065
"Chrna5"	-1.99966871380482	3.45851171549635	-13.4787511940569	2.6123185021566e-18	4.43788448520625e-16	31.4702849534148
"Ctsh"	1.11837236570353	5.48506403807732	13.5011105670144	2.44651320350211e-18	4.2465618855136e-16	31.2969536249629
"Clec1a"	-1.88225300560631	2.47690651821897	-13.40246537144	3.26884914628902e-18	5.43752625178013e-16	31.2398999260949
"Wnt6"	5.07837950979075	0.413986667223863	13.4338178658645	2.98084285891472e-18	5.01063995936938e-16	31.2095025042538
"Tagln"	2.6330772463816	3.35087660195604	13.3587499793252	3.7182212117886e-18	5.99760348798507e-16	31.1233210309098
"Plcb3"	0.652058919962654	4.37346653573577	13.3979969058832	3.31213588397071e-18	5.45273174547715e-16	31.1223684125052
"Ssbp3"	-0.835967412923092	5.60527001314491	-13.3618771082204	3.68408908231337e-18	5.99760348798507e-16	30.8901154066039
"Prrx2"	4.54845985810204	-0.688959510467483	13.351273099511	3.80113665370575e-18	6.07003512230271e-16	30.8865843453135
"Kcnj13"	5.05406394762246	0.073760495175281	13.3064327911335	4.33930785983056e-18	6.79356933467002e-16	30.8357294152914
"Ptpn13"	1.33608913103186	4.92304076149144	13.3078192008434	4.32156214685916e-18	6.79356933467002e-16	30.7881682592355
"Kank2"	1.89598392344639	4.96580173192644	13.2848524126202	4.6252612181607e-18	7.17095110609788e-16	30.7335079561769
"P4ha3"	-2.0445126362031	2.43415437859637	-13.1853235573058	6.21287840006259e-18	9.27228552996257e-16	30.5897576897758
"Cpt1a"	0.770026401764652	5.85355474540846	13.2115959228971	5.74659757344961e-18	8.6573034575865e-16	30.4041091889023
"Myh1"	-2.55711761409098	1.61798189673969	-13.1459771447084	6.98404296292173e-18	1.00475839707114e-15	30.401051118758
"Slc6a12"	2.76809754908897	-1.0063267654191	13.2223860713908	5.56552718042053e-18	8.54575995616686e-16	30.3717659746928
"Ptrf"	1.87223265517728	4.32126827179796	13.1368451398906	7.17649943189114e-18	1.02322785203455e-15	30.3627843967855
"Pdpn"	1.10502071562875	5.15464847036321	13.1687404432888	6.52677696575185e-18	9.56202764826525e-16	30.3584463158468
"Spx"	3.02913047401002	-2.15030870765883	13.2122398645338	5.73562573675548e-18	8.6573034575865e-16	30.3530172312972
"Jam2"	0.783292144308225	5.7750978085478	13.1787540690425	6.33535725598329e-18	9.3675296315553e-16	30.3112710896139
"Tgfbi"	2.4490777810245	2.65191747317516	13.0644569791284	8.90549355326912e-18	1.21548569702696e-15	30.2601356615803
"Ubash3a"	-3.05920070687891	-0.0476944258466011	-13.1261203928887	7.40940537894208e-18	1.03790170610812e-15	30.2289624192067
"Ssfa2"	0.678343895799858	5.39760342605484	13.1303477521648	7.31669923702629e-18	1.03398557624843e-15	30.1973149724743
"Pc"	0.480101922482356	6.58770244509248	13.1499959494352	6.90101376180757e-18	1.00183898874823e-15	30.184265678953
"Adamts9"	1.52105059446591	3.6734109057591	13.0299915494996	9.87173897588271e-18	1.32472100593169e-15	30.1231414651138
"Lamb2"	1.39410353641186	5.72375190294981	13.0974246408462	8.07100839532011e-18	1.12074724404232e-15	30.0808400961015
"Slc12a7"	1.92685383362097	3.84098492741946	13.0075464793485	1.05575310623733e-17	1.40494344612532e-15	30.0576716770583
"Vstm4"	1.55591229404383	2.36505610959062	12.9656195204065	1.19708115745872e-17	1.56690073798839e-15	29.9661185606537
"LOC691995"	-0.883146781603975	7.50097305037037	-13.0666994867864	8.84605269904256e-18	1.21548569702696e-15	29.9499629696937
"Col23a1"	-1.91266691749414	3.42422061531224	-12.9351959435486	1.31152308200134e-17	1.68900904003866e-15	29.8662786674349
"Bcan"	0.683139502289171	8.36276514496661	13.0425656195751	9.50747259897355e-18	1.28665110112719e-15	29.8329262162569
"Car13"	3.69924217330232	0.389326821283722	12.9611425557346	1.21326423950663e-17	1.57517208460824e-15	29.810766076157
"Plat"	1.18113514940383	5.73134694422319	12.9931324729139	1.10232312547402e-17	1.45479322237146e-15	29.7611870319429
"Uaca"	1.33670621857406	4.73600746313158	12.9201524156421	1.37215051901912e-17	1.73903743160447e-15	29.6572782234765
"Il17re"	2.91096887861034	-0.520280793042545	12.9269086949652	1.3445778348159e-17	1.71772507553401e-15	29.5797048905175
"Asgr1"	3.01905781596009	-0.0604294991607581	12.8582994633587	1.65282580442885e-17	2.0460445946453e-15	29.4456046244765
"Neto2"	-0.827813682723038	6.19176862879947	-12.8846765414716	1.5266283430288e-17	1.90458812576772e-15	29.4367444504895
"Fkbp10"	1.3580037507127	4.06361247968943	12.8075075005666	1.92644848245982e-17	2.36641967818469e-15	29.4100801892217
"Brinp2"	-0.81355119321535	7.03456304572693	-12.8911420015979	1.49721516146593e-17	1.88260070184641e-15	29.3955869270995
"Gypc"	1.97796452279124	1.63011304559467	12.7976819912375	1.98446741624368e-17	2.40277856182396e-15	29.3901951704369
"Slc6a20"	3.26067274553997	3.8090564432738	12.7773426894165	2.11026442907795e-17	2.44194294695259e-15	29.3825850948492
"Nxph4"	-2.74761227893742	1.67697884202135	-12.77222449526	2.14317442781987e-17	2.4621836286227e-15	29.3574788066325
"Slc47a1"	4.97103849073871	1.06492968340638	12.781042299857	2.08679539906785e-17	2.43241136698646e-15	29.3334309834187
"Efemp1"	4.10879738831755	2.17286053178456	12.751792319266	2.27982378689317e-17	2.56383845442937e-15	29.3308654286617
"Pcdhb5"	-0.531732614587055	4.23691822791997	-12.7974030006901	1.98614046064727e-17	2.40277856182396e-15	29.3303686391191
"Ltbr"	0.935933665847481	4.43992929711804	12.7927144039259	2.01447191006123e-17	2.40524471563846e-15	29.2913464541617
"Fbln1"	2.47766731763194	4.87713788741306	12.7896248057155	2.03336487326189e-17	2.40524471563846e-15	29.2759089369579
"Arhgap22"	-1.02842403854811	2.87371816682635	-12.7020513440539	2.65062313069533e-17	2.87336866352367e-15	29.1788413822461
"Col5a2"	1.79616867933075	5.18625028075301	12.7605071581306	2.22049039698378e-17	2.53278651067386e-15	29.148005541571
"Vwf"	1.37277249336065	5.86584641587719	12.7901325316627	2.03024782474759e-17	2.40524471563846e-15	29.1406124683376
"Anxa2"	2.60965080606964	4.80135175241748	12.7341805963882	2.40468485285806e-17	2.66669530661738e-15	29.1237383885626
"Lbp"	2.89395908925537	-1.99094975723478	12.7855102925436	2.05880451273153e-17	2.41743009292719e-15	29.1031340797022
"Id3"	1.70918628536668	5.53193868652223	12.7570507619761	2.2438329851219e-17	2.54126020846891e-15	29.0884128753097
"Sh3rf2"	3.47516289751488	-0.736726584746486	12.7486367330357	2.30170231613988e-17	2.57034155849215e-15	29.0807830757379
"Ptgfr"	2.84531955152108	1.10775439895028	12.6673881501854	2.94467602483339e-17	3.15594170742043e-15	28.9743601326497
"Pdzrn3"	0.847196395378039	6.04130576058674	12.7169312921148	2.53370036733232e-17	2.79039042523654e-15	28.9005647224778
"Slco2a1"	2.93217244258894	1.75078055717883	12.616200644109	3.44056803704716e-17	3.59100856102001e-15	28.8868147463844
"Wls"	1.17150071373911	6.29476977985672	12.700512172249	2.66302562590959e-17	2.87336866352367e-15	28.843138127774
"Rgs18"	-3.45512984499937	0.750571131003099	-12.6191886244297	3.40942025144255e-17	3.59100856102001e-15	28.829911755151
"Itgb1"	0.684728036628269	7.39418635755391	12.7068168089126	2.61259359553605e-17	2.85756898130926e-15	28.824735867771
"Itga8"	-1.20631443951495	4.43247063413199	-12.611305947283	3.49221684293764e-17	3.60392647696604e-15	28.7543024419261
"Ano6"	0.810618041854519	5.19960450646034	12.6323753690647	3.27533551446743e-17	3.48692218870203e-15	28.730107063528
"Figf"	-3.46584469129458	-0.657876167387546	-12.6107548248723	3.49808130709335e-17	3.60392647696604e-15	28.7164738008251
"Cybrd1"	2.03880060149153	1.52560568817702	12.5679622790561	3.98531047771962e-17	4.05359382284743e-15	28.7024633852628
"Stambpl1"	-0.576830530803576	4.99808272788845	-12.5960163862017	3.65867158738279e-17	3.74521324223819e-15	28.6222502083474
"Serpinh1"	1.63594112068411	6.37498699268848	12.617861648199	3.42321768644803e-17	3.59100856102001e-15	28.5875879322858
"Cpz"	4.43253816884093	1.50547025159554	12.4878432493509	5.09058373925339e-17	4.98721053571395e-15	28.480498206619
"Dmrtc1c1"	3.49094659756927	-1.16907238382257	12.543583362269	4.29310236175937e-17	4.31173280597078e-15	28.4614049080471
"Serpinf1"	3.60295371319816	4.02531049022705	12.4537188869245	5.651375121161e-17	5.4365547777e-15	28.3951117740826
"Ccl19"	3.94248197385226	-0.00741813145003057	12.4721349728674	5.34136234887143e-17	5.20098874080048e-15	28.3704216655775
"Col6a2"	2.2641333342937	5.17921278902414	12.4947196870938	4.98459144308081e-17	4.91351486139243e-15	28.3359713933079
"Apoe"	0.818060710445445	10.6625147157797	12.5450576715625	4.27382187035086e-17	4.31173280597078e-15	28.3088682859665
"Kif1c"	0.70505992430713	6.57330817739556	12.5126709467964	4.71831349145526e-17	4.70917175906557e-15	28.2467446424774
"Galntl6"	-0.833191032843776	4.17557141569346	-12.4233147935205	6.20365187671134e-17	5.86190040350316e-15	28.2122707348327
"Slc22a2"	2.87132731119675	-2.1204095146702	12.4676521431356	5.41520094870501e-17	5.24092993635578e-15	28.197912328408
"Ahnak"	2.46118331536112	7.28820480191521	12.4963898486624	4.95918726293594e-17	4.91351486139243e-15	28.1959714712409
"Sdpr"	1.21271516058612	3.81237989386094	12.3917447051938	6.83515400959193e-17	6.34596362669614e-15	28.1443690143522
"Ephx1"	1.05770484726714	4.87586146924807	12.4252280264198	6.16733844783719e-17	5.86190040350316e-15	28.1131090807266
"Alx4"	4.09792113675674	-0.823186205863345	12.3884491847962	6.90472394928447e-17	6.37349923387998e-15	28.064755889315
"Tpbg"	-1.36903298948708	3.60975270111976	-12.3324095006022	8.20402010506066e-17	7.40766496045372e-15	28.0318392398075
"Eln"	1.30519559399164	4.61817429404809	12.3638927484612	7.44624087570529e-17	6.83385175541021e-15	28.0213969282185
"Reln"	1.63144082516111	8.62147632248932	12.4378718112253	5.93271387648096e-17	5.67302442476194e-15	27.9869183205543
"Flnc"	1.57897334113027	4.57440832053257	12.348945459787	7.79673988613893e-17	7.11463652810014e-15	27.9573795774292
"Rap2a"	-0.669665306609898	3.64505886720865	-12.3127840385526	8.71549100125121e-17	7.68937435353484e-15	27.923255144461
"Pttg1ip"	0.638915439056774	6.12884189153846	12.4008684468638	6.64623115176517e-17	6.24315678014929e-15	27.919029856752
"Emilin1"	1.40673836761022	4.37946848824666	12.3321477523848	8.2106374726051e-17	7.40766496045372e-15	27.9190058834446
"Pcolce"	3.52346520097731	2.69903247578142	12.2823498590713	9.57337684813324e-17	8.39984916966153e-15	27.918616673855
"Idh2"	0.618811405443133	6.28728461548646	12.3960176143694	6.74600758532245e-17	6.29982427660902e-15	27.8959604014948
"Myh4"	-2.82953209758557	-0.806664363709829	-12.3165328721297	8.61535258116191e-17	7.68512538450263e-15	27.8159518543863
"Cdh1"	5.25293429152518	1.53306894324657	12.2592861989036	1.02801286446265e-16	8.82598786699146e-15	27.8063405670578
"Prss12"	-2.62100742686605	4.58693970997754	-12.268439251291	9.99352601403767e-17	8.67318570207432e-15	27.7818797108557
"Phactr2"	0.923148569494063	3.37517296061989	12.249491667776	1.0596053916166e-16	9.04857673728636e-15	27.7560233348238
"Ctdsp1"	0.887263290187858	5.1299649893433	12.3152497233333	8.64949596415001e-17	7.68512538450263e-15	27.7402734202816
"Olfml2a"	2.17516058092747	4.75078965620808	12.2631384570591	1.01585040956294e-16	8.76871091368141e-15	27.6652630993105
"Lcp1"	-1.22944588704776	5.13448244354917	-12.2710438436778	9.91346013174845e-17	8.65071283299951e-15	27.6229888128388
"Sparc"	1.02180811836415	8.93657853965756	12.3147605027868	8.66254974770163e-17	7.68512538450263e-15	27.6009903020427
"Vangl1"	0.718985213060992	3.41140292638737	12.1933734786535	1.26056739084799e-16	1.06507940023553e-14	27.5936865496266
"Thsd7b"	-1.17917165724985	5.6245678010657	-12.235215585686	1.10742481027395e-16	9.40663127407694e-15	27.476258772124
"Pros1"	1.08021507748449	3.84525351948032	12.137803566053	1.49770033095299e-16	1.24566544713481e-14	27.3544339629585
"Rftn1"	-1.43999294829707	3.95556183587593	-12.1104069005868	1.63077842667612e-16	1.33548208695339e-14	27.3143095813474
"Nxn"	0.759703200945494	4.67957308315853	12.1440018085931	1.46915166302486e-16	1.23478331088653e-14	27.2622589922239
"Wwtr1"	1.04075866131641	3.97286540853092	12.0907711419624	1.73347674809825e-16	1.40517209088228e-14	27.1981424783942
"Tgfbr2"	1.4675090928063	4.22671732877362	12.0762196194481	1.81379196776272e-16	1.46285070369712e-14	27.1239104796907
"Cdh5"	1.86317910237878	4.12457864577622	12.0570660025781	1.9252880654978e-16	1.53724625589672e-14	27.0942671000425
"Stat3"	0.461629271377889	6.15600236584389	12.1356155991449	1.50791166433283e-16	1.24766017449383e-14	27.091858041665
"Oprl1"	-0.338835229745045	6.39746959770292	-12.1378064387537	1.4976869701037e-16	1.24566544713481e-14	27.0898389853054
"Slc16a11"	2.12720613383195	4.26771526120492	12.0519852059545	1.95601299701609e-16	1.55400853479353e-14	27.0726566970745
"Fermt2"	0.417223750027218	6.94241108575101	12.1171718601911	1.5968428239322e-16	1.31443211625636e-14	27.0054751517693
"Trib2"	-0.83322366761979	6.83240899061957	-12.0978740918333	1.69559135826635e-16	1.38147440817119e-14	26.9711474455103
"Slc22a8"	1.67768761473281	3.81671727851537	11.9731068509924	2.50210835391607e-16	1.97802813384583e-14	26.8606017147147
"Pfkl"	-0.550765350078074	7.27198970697099	-12.071472111631	1.84080294426544e-16	1.47717498577763e-14	26.8593268435302
"Rspo2"	-1.54428874074221	3.59769015039161	-11.9627461619312	2.58450796610804e-16	2.02313763288134e-14	26.8578870735661
"Eya2"	3.40870258639748	0.57539352932714	11.9628264349556	2.58385909173971e-16	2.02313763288134e-14	26.8520429515785
"Emp3"	2.61512188865476	1.93753637426617	11.9396412395284	2.77830785782172e-16	2.15372806706578e-14	26.8480257665877
"Ramp3"	-1.27980769100466	3.46878839430865	-11.8769573690031	3.38163165551751e-16	2.60875729019126e-14	26.6133778660858
"Axl"	0.704423135457528	5.40179740466179	11.9400383854462	2.77485531519124e-16	2.15372806706578e-14	26.5355675100277
"Adamts12"	2.69466101466117	4.44323828573394	11.8687771550244	3.46960586569076e-16	2.66375654178922e-14	26.5265293154824
"Aspg"	3.37358901568778	0.210959258779191	11.8543206954372	3.63078813901338e-16	2.7478699427443e-14	26.506155853316
"Esr1"	-2.55408108284537	-0.0618400894216871	-11.8612714159087	3.55236537445088e-16	2.701320126886e-14	26.4706080802635
"RGD1305645"	3.76673617768016	0.540584369186776	11.8263628574076	3.96435722751191e-16	2.97215120028815e-14	26.4459845476597
"Msx2"	2.49218264054704	-0.00576102290742072	11.8424672434566	3.76859544411188e-16	2.83871229467087e-14	26.4341393036828
"Prodh"	0.807667645038056	5.21868919699311	11.867047927282	3.48849778115809e-16	2.66544598408199e-14	26.3590629798247
"Tspan1"	-1.62728219571884	1.0066865502641	-11.8005257799519	4.30019383560623e-16	3.17915719262944e-14	26.3460371122631
"Slc2a12"	3.42822236677929	2.33636437558847	11.7720914252203	4.70323383008882e-16	3.41390641057674e-14	26.3419529260765
"Scarf2"	0.849163282743205	4.67931168009817	11.8170797408596	4.08185007000562e-16	3.04593755924859e-14	26.2405278598875
"Six2"	3.0192302581909	-2.07288648935322	11.7869482948848	4.48808756238913e-16	3.30277743243281e-14	26.1781330977822
"Defb1"	3.11227684445234	-2.1036552167684	11.7553032474896	4.95895493587457e-16	3.58323761859642e-14	26.1295802927586
"Pltp"	1.00118341321929	5.6741294655193	11.8129942474662	4.13467059762586e-16	3.07100254760406e-14	26.1189655694299
"Cald1"	1.13930609617038	4.67964699771735	11.7479771651744	5.07491916667878e-16	3.65051280057178e-14	26.0229006652434
"Sfrp1"	2.12422325386683	4.97358902523954	11.7153700211399	5.62532102277193e-16	4.01030140235022e-14	26.0105173203165
"Pcsk5"	-1.36522577899617	5.02600641704867	-11.7316555569479	5.34325026178377e-16	3.82629432423431e-14	25.9585442881794
